user_id,title_id,watch_duration_minutes,device,region,event_timestamp
6,1083637,118,laptop,EU,2026-01-21T23:19:29.283273
259,991494,91,tablet,ASIA,2026-01-23T16:14:29.283279
354,1131759,112,laptop,US,2025-12-31T15:42:29.283283
340,628847,156,laptop,LATAM,2026-01-18T18:40:29.283287
161,1366745,175,tv,LATAM,2026-01-14T19:17:29.283292
203,798645,18,tablet,EU,2026-01-24T14:59:29.283296
368,1062722,98,tablet,ASIA,2025-12-29T15:54:29.283301
150,1403735,126,mobile,LATAM,2026-01-12T20:55:29.283306
151,1061474,80,mobile,ASIA,2026-01-12T22:49:29.283310
248,1196067,107,tablet,EU,2026-01-23T16:48:29.283315
499,1233413,145,tv,EU,2026-01-17T22:18:29.283319
399,533533,41,tv,US,2026-01-26T12:12:29.283323
67,1043197,129,tv,US,2026-01-07T19:24:29.283328
50,1062722,37,laptop,EU,2025-12-31T00:47:29.283332
269,1301122,99,laptop,LATAM,2026-01-06T15:02:29.283337
372,701387,135,laptop,EU,2026-01-05T07:11:29.283342
348,1234821,159,tablet,ASIA,2026-01-27T15:25:29.283346
207,425274,116,tablet,EU,2026-01-06T00:17:29.283350
24,772462,91,tablet,US,2026-01-05T10:30:29.283355
465,237439,105,tablet,US,2026-01-09T18:09:29.283359
41,1313003,156,laptop,EU,2026-01-23T22:42:29.283364
329,1223601,21,mobile,ASIA,2026-01-24T04:55:29.283369
488,628847,135,mobile,US,2025-12-30T23:25:29.283373
233,1215106,40,tv,EU,2025-12-31T21:10:29.283377
177,30784,48,tablet,US,2026-01-09T08:29:29.283382
497,114155,24,mobile,ASIA,2026-01-23T16:29:29.283386
473,701387,172,laptop,EU,2026-01-10T20:20:29.283391
207,1220564,151,tablet,ASIA,2025-12-29T13:22:29.283396
21,1233413,165,tv,ASIA,2026-01-13T04:27:29.283401
40,1084242,115,laptop,ASIA,2026-01-14T04:21:29.283406
285,1608982,65,mobile,EU,2026-01-22T06:41:29.283410
320,7451,37,laptop,LATAM,2026-01-02T19:22:29.283415
362,1419406,91,laptop,ASIA,2026-01-23T22:24:29.283419
286,1228246,92,laptop,LATAM,2025-12-31T22:51:29.283424
186,1213898,12,tablet,ASIA,2026-01-15T08:23:29.283429
281,1359607,33,mobile,US,2026-01-08T00:22:29.283434
260,1368166,93,laptop,LATAM,2025-12-30T03:32:29.283438
241,1244876,74,tablet,US,2026-01-12T00:05:29.283442
219,1137179,103,mobile,US,2026-01-21T03:35:29.283447
180,1116465,129,laptop,US,2026-01-08T13:57:29.283452
89,1327881,20,laptop,EU,2026-01-09T07:15:29.283457
480,1246049,128,tv,LATAM,2026-01-04T20:53:29.283462
364,1054867,167,mobile,ASIA,2026-01-22T05:11:29.283466
367,1013446,44,mobile,LATAM,2026-01-19T02:17:29.283470
495,76600,101,laptop,LATAM,2026-01-24T10:43:29.283475
358,11215,61,laptop,ASIA,2026-01-20T22:27:29.283479
281,1368166,160,tablet,ASIA,2026-01-07T06:30:29.283484
279,1062722,147,laptop,LATAM,2026-01-09T17:43:29.283489
46,1311031,93,laptop,ASIA,2026-01-13T12:27:29.283494
17,79871,143,mobile,ASIA,2026-01-05T08:20:29.283498
171,1255674,11,laptop,LATAM,2026-01-19T00:30:29.283502
161,144613,150,tablet,US,2026-01-01T11:46:29.283507
81,79871,58,tablet,LATAM,2026-01-05T08:00:29.283511
127,1131759,167,laptop,LATAM,2026-01-24T15:02:29.283517
471,1215106,129,laptop,LATAM,2026-01-14T10:59:29.283522
485,1083637,161,tablet,ASIA,2026-01-16T08:48:29.283526
18,1443762,97,tv,ASIA,2026-01-07T21:59:29.283531
335,1317288,171,tablet,US,2026-01-22T07:09:29.283535
326,1511417,167,tv,ASIA,2026-01-10T18:52:29.283540
234,1445698,47,mobile,EU,2026-01-23T14:32:29.283544
494,144613,35,tv,US,2026-01-17T14:13:29.283549
316,1539104,39,laptop,ASIA,2026-01-03T13:10:29.283553
384,1236153,68,mobile,US,2025-12-30T04:40:29.283558
91,1336189,155,laptop,LATAM,2026-01-09T06:04:29.283562
200,1313003,55,laptop,ASIA,2026-01-19T13:19:29.283566
419,1266990,128,tablet,EU,2026-01-18T13:15:29.283571
131,675954,44,tablet,ASIA,2026-01-19T07:01:29.283576
227,1084242,153,tv,ASIA,2026-01-13T02:11:29.283581
351,1412598,21,tv,EU,2026-01-01T20:42:29.283585
246,1272837,49,mobile,US,2025-12-30T01:12:29.283589
37,1062722,178,tablet,EU,2026-01-19T17:12:29.283594
485,7451,71,tablet,EU,2026-01-04T23:55:29.283598
479,675954,162,laptop,LATAM,2026-01-23T11:17:29.283603
423,1366745,11,mobile,ASIA,2026-01-14T05:56:29.283607
158,1247002,123,tv,LATAM,2026-01-08T00:53:29.283612
141,1033462,48,mobile,ASIA,2026-01-26T16:40:29.283616
269,1137179,106,laptop,EU,2026-01-16T05:52:29.283621
241,1608982,100,mobile,ASIA,2026-01-03T20:55:29.283625
61,1242898,67,tablet,EU,2026-01-24T06:50:29.283630
5,982843,123,tv,EU,2026-01-03T13:21:29.283635
429,1196067,44,mobile,ASIA,2026-01-18T14:00:29.283640
482,1246049,53,tablet,ASIA,2026-01-22T16:35:29.283644
117,1223601,85,tv,LATAM,2026-01-13T08:52:29.283649
202,1575337,107,mobile,EU,2025-12-31T17:19:29.283653
425,1116465,59,tablet,ASIA,2026-01-26T07:20:29.283658
88,675954,106,tv,ASIA,2026-01-21T08:13:29.283663
216,19995,171,tv,EU,2025-12-30T04:08:29.283668
279,755898,110,tv,US,2026-01-17T14:22:29.283672
321,1198994,115,tablet,ASIA,2026-01-21T19:51:29.283677
475,1234821,8,mobile,LATAM,2026-01-02T17:58:29.283681
113,1448560,162,laptop,LATAM,2026-01-11T17:04:29.283687
172,1034716,176,laptop,LATAM,2026-01-15T15:23:29.283691
72,1491902,81,mobile,US,2026-01-08T05:59:29.283696
94,83533,76,mobile,LATAM,2026-01-16T13:41:29.283701
47,533533,120,tablet,EU,2025-12-31T08:12:29.283706
186,1087192,136,laptop,US,2026-01-25T09:05:29.283710
88,1448560,70,tablet,US,2026-01-07T09:00:29.283715
186,1054867,102,tablet,EU,2026-01-14T17:06:29.283719
204,7451,88,tv,ASIA,2026-01-14T13:07:29.283723
292,1247002,87,tv,EU,2026-01-25T06:33:29.283728
17,1033462,164,laptop,ASIA,2026-01-20T20:45:29.283732
77,1246049,64,mobile,ASIA,2026-01-26T12:01:29.283736
349,1315303,49,tv,ASIA,2026-01-16T21:52:29.283741
33,1247002,172,mobile,LATAM,2026-01-12T07:02:29.283745
167,114155,58,laptop,US,2026-01-08T07:49:29.283750
211,1010581,90,mobile,ASIA,2026-01-13T06:35:29.283755
62,1054867,107,tv,ASIA,2026-01-27T11:14:29.283759
331,1100988,118,tv,ASIA,2026-01-18T01:21:29.283764
249,1196067,67,laptop,US,2025-12-31T13:02:29.283768
155,1087192,92,mobile,ASIA,2025-12-30T20:41:29.283773
226,114155,180,mobile,EU,2026-01-20T18:48:29.283778
372,1215106,166,tv,US,2026-01-06T06:55:29.283782
260,1043197,140,tv,ASIA,2026-01-09T16:46:29.283787
10,1100988,160,tv,ASIA,2025-12-29T03:32:29.283791
416,675954,10,tv,EU,2026-01-07T05:45:29.283795
135,1223601,45,tablet,LATAM,2026-01-15T16:17:29.283800
282,83533,54,tv,US,2026-01-25T19:57:29.283805
28,575265,72,mobile,LATAM,2026-01-27T19:34:29.283809
263,1443762,79,tablet,US,2026-01-26T23:23:29.283815
386,1359607,165,laptop,LATAM,2026-01-21T23:06:29.283819
339,19995,56,laptop,US,2026-01-11T16:41:29.283824
412,1087192,41,tv,EU,2026-01-01T14:25:29.283828
3,911430,132,tablet,LATAM,2026-01-21T07:32:29.283833
243,1213898,115,mobile,EU,2026-01-17T02:45:29.283837
493,911430,121,tv,US,2026-01-27T17:16:29.283842
419,1181765,53,tv,LATAM,2026-01-01T13:12:29.283846
3,803796,102,mobile,EU,2025-12-29T15:13:29.283851
304,675954,13,laptop,US,2026-01-27T02:42:29.283855
16,1195518,96,laptop,LATAM,2026-01-04T08:04:29.283860
175,24428,15,laptop,ASIA,2026-01-22T20:09:29.283864
46,1208348,10,tv,LATAM,2025-12-29T16:14:29.283868
432,1234821,119,tv,LATAM,2026-01-15T04:56:29.283874
357,1062722,135,tablet,ASIA,2026-01-25T00:42:29.283879
288,76600,58,mobile,EU,2025-12-30T14:35:29.283883
403,1252037,138,laptop,EU,2026-01-27T07:51:29.283888
339,1247002,68,tv,LATAM,2026-01-24T05:48:29.283893
39,911430,73,tv,ASIA,2026-01-11T16:17:29.283898
101,1242898,113,tv,LATAM,2026-01-24T16:18:29.283902
116,755898,67,tv,US,2026-01-16T07:53:29.283906
4,840464,163,laptop,LATAM,2026-01-21T10:05:29.283911
122,1313003,99,tablet,ASIA,2026-01-12T06:55:29.283915
38,1387382,38,laptop,US,2026-01-20T01:13:29.283920
210,1034716,167,tv,ASIA,2026-01-15T04:27:29.283924
290,1403735,61,tablet,US,2026-01-23T22:27:29.283928
317,1315303,160,tablet,LATAM,2026-01-06T16:14:29.283934
465,982843,12,laptop,EU,2026-01-07T14:57:29.283939
105,269149,108,tv,US,2026-01-13T03:04:29.283943
20,980477,56,tv,LATAM,2026-01-11T07:16:29.283948
311,1327881,175,laptop,US,2025-12-30T17:12:29.283952
435,83533,13,tablet,US,2026-01-24T00:16:29.283956
461,1491902,137,tv,ASIA,2025-12-28T22:25:29.283961
59,533533,11,mobile,LATAM,2026-01-03T19:50:29.283966
276,991494,121,tv,ASIA,2026-01-24T23:46:29.283970
22,1013446,30,tv,LATAM,2026-01-13T04:48:29.283975
173,1315303,97,tv,LATAM,2026-01-08T16:17:29.283980
108,1223601,121,tablet,ASIA,2026-01-06T13:43:29.283984
412,19995,74,tablet,LATAM,2026-01-09T04:19:29.283989
146,575265,48,laptop,EU,2026-01-01T16:33:29.283994
301,1412598,26,tv,US,2026-01-24T03:22:29.283998
272,1234731,117,tablet,US,2026-01-09T09:39:29.284003
121,798645,82,tv,EU,2026-01-17T11:41:29.284007
375,1033462,155,mobile,ASIA,2026-01-06T23:15:29.284011
327,1336189,146,mobile,LATAM,2026-01-17T05:16:29.284016
482,269149,13,tablet,US,2026-01-24T15:28:29.284020
102,982843,26,tv,US,2025-12-30T15:19:29.284025
487,1247002,141,tv,EU,2026-01-24T12:46:29.284029
166,1419406,155,tv,ASIA,2026-01-13T06:30:29.284034
156,1317288,93,mobile,EU,2026-01-08T17:52:29.284038
80,1317288,154,tv,EU,2026-01-12T10:19:29.284043
1,30784,154,mobile,US,2026-01-04T19:05:29.284048
163,617126,87,tv,US,2026-01-06T01:31:29.284053
426,1061474,31,mobile,ASIA,2026-01-03T08:15:29.284057
75,1242898,46,laptop,EU,2026-01-22T21:33:29.284062
388,1062722,27,tablet,EU,2026-01-22T04:30:29.284066
16,1208348,165,tablet,EU,2026-01-09T10:41:29.284071
9,803796,30,tablet,EU,2026-01-03T22:40:29.284076
267,1242898,19,tv,US,2026-01-14T11:36:29.284080
92,1266990,132,laptop,US,2025-12-29T13:59:29.284084
244,425274,109,tv,LATAM,2026-01-06T18:27:29.284089
37,76600,108,tv,ASIA,2026-01-09T03:48:29.284093
383,1234821,12,mobile,LATAM,2026-01-10T19:24:29.284098
330,1244876,79,mobile,ASIA,2026-01-19T00:18:29.284103
462,1439112,119,laptop,US,2026-01-19T06:27:29.284108
69,1137179,114,tv,US,2026-01-02T01:50:29.284113
446,1062722,97,mobile,LATAM,2026-01-21T15:11:29.284118
22,1205229,62,tablet,US,2026-01-14T14:52:29.284123
329,991494,81,laptop,EU,2025-12-31T21:53:29.284127
95,1445698,64,mobile,ASIA,2026-01-22T00:49:29.284132
157,1116465,164,laptop,ASIA,2026-01-13T18:54:29.284136
315,1445698,124,tv,EU,2026-01-06T08:14:29.284141
99,1154725,157,laptop,EU,2026-01-05T05:05:29.284146
231,617126,141,tablet,LATAM,2026-01-15T18:19:29.284151
495,1208348,19,mobile,LATAM,2025-12-28T20:48:29.284155
34,1137179,167,laptop,ASIA,2026-01-16T08:28:29.284160
119,980477,92,laptop,ASIA,2025-12-29T07:45:29.284164
2,533533,25,tablet,US,2026-01-05T00:12:29.284168
225,144613,104,laptop,ASIA,2026-01-07T04:41:29.284174
71,840464,44,tv,US,2026-01-23T02:31:29.284178
100,1511417,11,mobile,EU,2026-01-05T18:27:29.284183
255,1247002,26,laptop,ASIA,2026-01-11T03:33:29.284187
217,1137179,115,laptop,LATAM,2026-01-07T07:40:29.284192
460,1137179,178,tablet,EU,2026-01-26T09:01:29.284196
216,114155,108,mobile,ASIA,2026-01-16T05:02:29.284201
450,1336189,128,mobile,EU,2026-01-12T13:31:29.284205
172,840464,72,tablet,ASIA,2026-01-07T01:23:29.284210
225,1013446,119,tv,EU,2026-01-18T03:08:29.284214
266,1491902,21,mobile,US,2026-01-15T04:18:29.284219
203,1301122,85,laptop,EU,2026-01-08T01:42:29.284223
92,1083637,72,mobile,US,2026-01-24T09:14:29.284228
498,1608982,135,laptop,LATAM,2026-01-20T03:10:29.284233
184,79871,28,mobile,ASIA,2026-01-06T10:27:29.284238
48,11215,39,laptop,EU,2026-01-22T14:19:29.284243
444,1242898,49,tablet,EU,2026-01-16T02:44:29.284248
32,1100988,144,laptop,ASIA,2026-01-27T05:26:29.284252
359,30784,153,mobile,LATAM,2026-01-26T18:49:29.284256
257,575265,14,mobile,ASIA,2026-01-17T10:51:29.284261
278,1255674,41,tv,US,2026-01-23T15:56:29.284266
208,1234731,20,tablet,EU,2026-01-27T09:59:29.284270
133,628847,110,laptop,US,2026-01-11T02:07:29.284275
76,1255674,144,tv,LATAM,2026-01-15T08:03:29.284279
245,1575337,13,mobile,LATAM,2026-01-08T19:44:29.284284
398,1272837,132,laptop,US,2026-01-07T13:50:29.284289
455,1238188,145,laptop,EU,2026-01-19T17:49:29.284298
288,1084242,93,laptop,EU,2026-01-05T21:05:29.284302
457,1491902,53,laptop,ASIA,2026-01-05T09:27:29.284307
154,1575337,52,tablet,US,2026-01-16T02:15:29.284311
465,1359607,66,laptop,LATAM,2026-01-09T09:26:29.284316
185,1242501,164,tv,EU,2026-01-08T10:23:29.284320
385,1061474,83,tv,LATAM,2026-01-15T09:10:29.284325
275,76600,171,mobile,US,2026-01-01T04:45:29.284329
241,982843,175,tablet,LATAM,2026-01-17T23:33:29.284334
138,1608982,167,tv,US,2026-01-24T08:43:29.284338
279,1491902,161,laptop,ASIA,2026-01-11T09:37:29.284343
251,1220564,56,mobile,EU,2025-12-30T08:12:29.284347
13,1448560,25,tablet,LATAM,2026-01-19T10:29:29.284352
160,1034716,68,mobile,EU,2026-01-04T11:02:29.284358
153,11215,156,laptop,LATAM,2026-01-12T10:48:29.284363
311,1443762,102,laptop,ASIA,2025-12-31T03:17:29.284367
273,1511417,58,tablet,ASIA,2026-01-04T15:10:29.284371
62,1100988,50,tablet,US,2026-01-13T12:56:29.284376
329,1234731,67,tablet,ASIA,2026-01-08T17:35:29.284380
250,1255674,134,tablet,US,2026-01-17T01:38:29.284385
258,237439,30,laptop,US,2026-01-02T22:08:29.284389
339,1511417,123,laptop,EU,2026-01-07T08:47:29.284394
423,1131759,36,tv,LATAM,2025-12-31T17:03:29.284398
74,1306368,23,mobile,US,2026-01-09T03:46:29.284402
175,1213898,76,laptop,LATAM,2026-01-02T05:27:29.284407
476,1154725,162,tv,US,2025-12-31T14:44:29.284412
121,79871,142,tablet,EU,2026-01-21T01:48:29.284417
314,1062722,175,tablet,US,2026-01-01T16:17:29.284421
494,1154725,133,laptop,EU,2026-01-12T11:06:29.284426
40,269149,22,tablet,US,2026-01-17T17:43:29.284431
475,1196067,120,tv,EU,2026-01-27T17:02:29.284436
463,1512623,29,laptop,ASIA,2026-01-07T20:48:29.284440
286,1412598,44,tablet,ASIA,2026-01-16T13:32:29.284445
299,991494,20,mobile,US,2025-12-28T22:53:29.284449
340,1062722,61,tablet,LATAM,2026-01-01T06:01:29.284454
219,11215,40,tablet,US,2026-01-05T09:02:29.284458
206,840464,93,mobile,ASIA,2026-01-07T23:34:29.284463
432,1539104,38,tv,LATAM,2026-01-07T09:22:29.284467
89,1054867,146,laptop,ASIA,2026-01-27T05:54:29.284471
310,911430,126,tablet,ASIA,2026-01-12T15:59:29.284478
400,1575337,149,tablet,ASIA,2026-01-05T14:11:29.284482
224,79871,143,tablet,EU,2026-01-20T16:51:29.284486
120,1087192,25,tv,US,2026-01-05T21:54:29.284491
92,1443762,111,laptop,ASIA,2026-01-27T14:34:29.284495
242,1013446,82,mobile,EU,2026-01-22T13:18:29.284499
456,237439,151,tv,ASIA,2026-01-02T19:31:29.284504
431,1084242,147,tv,EU,2026-01-20T00:21:29.284508
455,1443762,39,tablet,EU,2026-01-03T23:35:29.284513
169,1087192,24,laptop,EU,2026-01-08T21:32:29.284517
348,628847,27,tv,ASIA,2026-01-26T21:35:29.284521
297,1061474,5,mobile,EU,2026-01-14T02:29:29.284526
336,144613,140,tv,ASIA,2025-12-31T06:59:29.284530
324,425274,144,laptop,ASIA,2026-01-22T11:05:29.284535
369,1131759,90,tv,ASIA,2026-01-11T23:11:29.284540
404,982843,180,mobile,US,2026-01-22T23:32:29.284544
169,1220564,47,mobile,EU,2026-01-04T05:23:29.284549
196,991494,172,tv,US,2026-01-24T05:29:29.284553
464,1412598,15,laptop,LATAM,2026-01-02T11:26:29.284558
465,1491902,131,laptop,LATAM,2026-01-14T11:20:29.284563
249,980477,5,tablet,ASIA,2026-01-25T10:38:29.284567
444,575265,114,laptop,ASIA,2026-01-15T01:47:29.284571
36,1439112,151,laptop,ASIA,2026-01-27T14:08:29.284576
469,1083637,175,tv,US,2026-01-10T14:13:29.284581
386,1198994,15,laptop,EU,2026-01-18T06:59:29.284585
352,1034716,178,tv,ASIA,2026-01-07T06:18:29.284590
149,701387,169,tablet,LATAM,2026-01-21T07:50:29.284595
496,1013446,128,mobile,ASIA,2026-01-16T02:02:29.284599
419,1336189,155,mobile,LATAM,2026-01-03T18:10:29.284604
409,1327881,129,tv,US,2026-01-13T11:17:29.284608
399,991494,142,laptop,LATAM,2025-12-29T21:26:29.284612
54,1317288,115,tv,ASIA,2026-01-24T07:48:29.284617
115,628847,137,tv,ASIA,2026-01-03T06:23:29.284621
260,575265,110,tv,US,2026-01-11T00:48:29.284626
132,1062722,134,mobile,ASIA,2026-01-27T10:33:29.284630
66,533533,156,tablet,ASIA,2026-01-07T13:19:29.284634
447,1327881,17,mobile,US,2026-01-02T05:50:29.284639
284,1366745,23,mobile,US,2026-01-25T07:50:29.284643
136,1100988,68,tablet,EU,2026-01-19T01:35:29.284648
383,1220564,126,tablet,EU,2026-01-17T13:50:29.284653
97,1255674,59,mobile,US,2026-01-04T22:58:29.284658
253,76600,53,laptop,US,2026-01-24T22:30:29.284662
322,1247002,144,tv,EU,2026-01-04T16:38:29.284666
42,1336189,57,laptop,US,2025-12-30T05:11:29.284671
365,1215106,161,tablet,US,2025-12-30T17:37:29.284675
275,840464,137,laptop,LATAM,2026-01-27T16:24:29.284680
335,1311031,151,tv,EU,2026-01-03T03:07:29.284684
194,1448560,147,mobile,US,2026-01-27T13:51:29.284689
89,1062722,51,mobile,EU,2026-01-24T06:09:29.284693
150,1242898,50,tablet,LATAM,2025-12-29T18:38:29.284697
299,533533,169,tv,US,2026-01-01T02:49:29.284702
19,1403735,93,mobile,LATAM,2026-01-18T22:00:29.284706
380,1228246,60,mobile,EU,2025-12-30T23:28:29.284712
105,1244876,90,tablet,ASIA,2026-01-03T04:21:29.284716
417,1244876,90,laptop,EU,2026-01-22T05:23:29.284721
128,269149,154,tv,EU,2026-01-06T04:39:29.284725
132,1412598,91,tv,EU,2026-01-12T10:47:29.284730
82,1366745,115,tablet,EU,2026-01-19T23:07:29.284734
52,1195518,18,laptop,ASIA,2026-01-02T18:10:29.284739
165,1511417,9,tablet,ASIA,2026-01-10T19:07:29.284744
375,1220564,137,tv,LATAM,2026-01-04T17:24:29.284748
213,1062722,39,laptop,ASIA,2026-01-03T10:11:29.284752
372,1491902,177,tablet,LATAM,2026-01-08T00:11:29.284757
160,1511417,30,mobile,EU,2026-01-05T06:12:29.284761
250,1043197,175,laptop,US,2026-01-10T17:22:29.284765
285,1062722,22,mobile,US,2025-12-29T03:43:29.284770
368,1234731,179,laptop,EU,2026-01-20T01:06:29.284775
492,755898,80,tv,EU,2026-01-16T10:01:29.284780
274,1512623,103,tablet,ASIA,2026-01-16T23:21:29.284784
440,1512623,23,tv,LATAM,2026-01-18T11:16:29.284788
100,1033462,135,tablet,LATAM,2026-01-25T06:58:29.284793
287,83533,84,tablet,EU,2026-01-21T22:23:29.284797
459,1131759,145,laptop,EU,2026-01-09T04:50:29.284802
12,1010581,60,mobile,EU,2026-01-07T20:18:29.284807
436,1608982,87,mobile,LATAM,2026-01-09T09:51:29.284812
241,1137179,55,tablet,ASIA,2026-01-12T22:56:29.284816
331,1242501,6,tablet,US,2026-01-17T21:00:29.284820
343,1220564,81,mobile,EU,2026-01-15T23:26:29.284825
372,1083637,44,tablet,ASIA,2026-01-07T07:22:29.284830
116,1419406,106,tv,ASIA,2026-01-20T23:56:29.284835
115,1233413,81,tablet,US,2026-01-20T00:20:29.284839
59,1223601,49,tv,US,2026-01-13T01:15:29.284844
484,1247002,86,tv,ASIA,2026-01-22T06:15:29.284849
260,628847,86,laptop,ASIA,2026-01-03T12:13:29.284854
174,1242501,134,laptop,LATAM,2026-01-10T12:47:29.284858
230,1511417,49,tv,ASIA,2026-01-11T23:32:29.284862
465,533533,5,mobile,LATAM,2026-01-11T09:51:29.284867
378,1208348,173,tablet,US,2026-01-05T14:10:29.284871
212,19995,102,tablet,EU,2026-01-01T01:42:29.284876
153,19995,102,tablet,US,2026-01-15T14:03:29.284880
434,1359607,74,tablet,US,2025-12-31T01:40:29.284884
64,840464,82,laptop,US,2025-12-31T14:49:29.284889
166,1412598,178,tablet,EU,2026-01-13T15:03:29.284894
137,1220564,80,tv,ASIA,2026-01-17T09:02:29.284898
209,1511417,158,mobile,ASIA,2026-01-04T10:09:29.284903
148,1033462,99,mobile,LATAM,2026-01-07T04:09:29.284907
332,1313003,111,mobile,ASIA,2026-01-19T22:40:29.284911
